ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.22749905020219874,152.5301111764229,39028.599340290755,3.4624920476792767,283.69378223429663,443.0292321286284,13.201943203829217,62.32271110691731,3.545741437567914,1
0.9899122128791387,133.21694156018071,16922.853898585203,9.29328864439756,444.3757306927798,322.29119123589123,10.430076340816356,43.578465511884225,5.1606037881606035,1
1.4317815547427415,228.1303828552258,12937.246890752847,6.214772832308696,319.73413645811837,495.3798826950329,12.033343963332584,61.14111864040949,4.948442555998784,0
1.7570371154907827,147.58183139318666,41538.24273000266,7.728177044016057,376.012933045253,428.44482252009914,10.828696338235147,65.00583980748948,2.9675541301719313,1
1.9853833592630479,216.4800247293341,23039.328505396858,6.769267636869141,344.0142562201914,341.07837903416186,11.498236895261925,78.73344130370165,3.923093197436791,0
10.015189062467666,210.1267169600137,9064.035830800274,7.198432414854298,363.56182011036725,324.64790875398586,10.213058200550506,92.64389187192104,3.846547549446087,1
10.026159156427404,224.26635768460818,14962.177833160747,7.428313128360553,336.97294962953515,517.5128415432599,18.8585188822683,65.36345158300718,4.182277581713326,0
10.026223807942117,94.0913074831264,25510.09729821465,6.61411403077891,385.4026594938689,388.46726596970024,11.887161249998542,69.27397868931037,3.736228470573536,1
10.033933455332264,213.6474186310885,25433.232095308107,5.202937534233646,319.010074348213,362.2621568252554,13.994461152064275,68.02076987811898,2.9015354674454747,0
10.041027974912506,113.83111217435119,16266.434445278892,7.939074357822587,363.86689020030826,557.4860613065097,13.195340678597404,75.23322130874465,3.8075626058306695,1
10.04967371845643,132.83283666326895,11557.032038390476,8.550572663151964,323.5080720095449,442.76804967069603,13.376148628814008,92.17616983865369,5.133477823277881,1
10.111976704648654,240.4321002291383,15331.302691753157,5.392651282023056,361.90292619839744,403.0418101498447,16.13112428701453,61.11114633827725,3.425763242173682,0
10.146290479832489,242.15173392008361,24649.674747893798,4.803372504546434,347.0697246428614,348.4840390940583,17.61479894242268,73.00154535934048,4.481552363497344,0
10.154219072428933,244.2093845725566,24755.960255672813,4.711350412540021,299.797515004826,387.5894272002113,15.363598776905633,70.8232435520352,3.730899268667571,0
10.15544017022192,300.29247579584023,12652.362978658088,6.655126362567496,398.64778574595755,487.45913103075526,9.347633986485675,67.9197886870381,5.002467259922081,0
10.164173337271418,243.60650760422067,16522.715753614277,3.9921713604859526,310.8450723294215,487.69805208173125,17.22323748837107,83.87149583721258,3.530940954727128,0
10.16483855701825,194.30280093517115,28915.643223524883,7.301688665870163,316.5252085300638,279.165435690376,18.452309598332477,63.06245844988919,2.9376862046237355,0
10.188432654950683,286.5679908209781,7105.800708757526,9.840540425325521,321.6860585050679,437.8795084739577,12.87159906639232,78.7320551070203,4.635243482549487,0
10.19166523931888,211.5669044691553,13630.047308080362,6.524476298997729,297.04906565566296,468.3713868157803,17.41174670809835,72.72057259665722,3.403422697598267,0
10.200644508442188,182.08060130241984,8016.202938437553,5.5675006420508915,337.78157990042223,291.60028278972356,13.469924019423274,50.567372131679306,5.174719758892985,0
10.201425755101072,190.79907898724525,8918.892600033822,4.8998748098928,306.4953694983077,331.3789519350312,18.525433629799068,68.54744753582546,3.964449588219743,0
10.209955798031316,148.37923479310555,18413.096819986466,7.407967233394095,390.61901328956753,410.56817199963297,15.103624344268212,89.17848451466801,4.112597751648249,0